,NPI_ID,HCP_ID,TARGET,Age,Number_of_Rx,Rx_last_1_Month,Rx_last_3_Month,Rx_last_6_Month,Rx_last_12_Month,Claims_last_1_Month,Claims_last_3_Month,Procedures_chemo_last_1_month,Procedures_chemo_last_3_month,Procedures_chemo_last_6_month,Procedures_chemo_last_12_month,Procedures_radio_last_1_month,Procedures_Immuno_last_6_month,Procedures_Immuno_last_12_month,Procedures_Biopsy_last_3_month,Procedures_Biopsy_last_6_month,Procedures_Biopsy_last_12_month,Promotional_medscape_last_1_month,Promotional_medscape_last_3_month,Promotional_medscape_last_6_month,F2F_visit,F2F_visit_last_1_month,F2F_visit_last_3_month,VRC_visit_last_3_month,VRC_visit_last_6_month,VRC_visit_last_12_month,HCO_Affiliation_Type_Contract,HCO_Affiliation_Type_Referral
1979,8583708,HCP_1980,0,85,1100,1207,1376,1793,2433,283,296,68,116,174,341,64,195,244,112,181,228,10,19,35,1,2,4,8,14,28,False,False
1980,1390519,HCP_1981,0,41,1100,1276,1943,2802,3826,84,87,64,86,128,198,78,91,172,58,113,207,6,9,12,1,2,3,4,5,10,False,False
1981,8189237,HCP_1982,0,56,1094,1409,2747,3894,5416,345,531,75,103,113,121,65,92,117,131,152,230,12,19,21,2,3,5,4,8,16,False,True
1982,4335636,HCP_1983,1,65,908,1197,2298,2753,2948,49,95,59,68,107,203,54,124,153,85,151,262,7,9,10,1,2,4,3,4,7,True,False
1983,1662701,HCP_1984,0,70,680,1023,1668,2754,2789,64,106,42,75,86,169,60,47,51,73,141,230,10,11,21,2,4,5,4,7,9,False,True
1984,2991931,HCP_1985,0,65,292,402,606,1199,1448,109,179,47,89,154,214,41,66,131,59,104,178,6,10,17,1,2,3,3,5,10,False,False
1985,2708054,HCP_1986,0,35,1100,1731,3078,4710,9141,188,318,24,30,54,87,79,124,149,116,175,285,7,8,12,2,4,7,4,7,13,False,False
1986,4284220,HCP_1987,0,33,1019,2011,2148,4044,4432,8,13,66,109,162,202,37,115,193,109,118,140,11,22,44,2,3,5,6,11,12,True,False
1987,2911423,HCP_1988,0,61,188,259,458,782,1345,343,384,36,42,73,95,35,114,176,96,125,181,10,20,22,1,2,4,3,4,6,True,False
1988,2577939,HCP_1989,0,31,683,899,955,1181,1247,323,355,49,63,120,203,41,146,231,80,106,203,12,16,19,1,2,3,5,6,12,False,False
1989,2717244,HCP_1990,0,43,428,536,594,1132,1257,287,524,47,74,94,150,59,97,183,80,128,135,9,11,22,1,2,4,4,5,7,False,False
1990,5128204,HCP_1991,0,64,482,625,1115,1882,3040,332,636,74,123,241,482,80,96,131,75,85,167,8,14,15,1,2,3,6,10,11,False,True
1991,1252944,HCP_1992,0,36,389,622,1164,2089,2218,229,373,47,85,162,279,77,177,278,72,101,110,12,19,33,1,2,3,6,7,9,True,False
1992,2557869,HCP_1993,0,92,334,591,608,1140,1523,70,72,43,79,145,196,49,91,136,89,143,155,16,22,24,1,2,3,4,8,16,False,False
1993,8126184,HCP_1994,0,88,929,1828,2158,3696,6029,188,272,51,73,114,116,40,146,234,106,183,310,16,27,54,2,3,5,4,5,8,False,True
1994,2114775,HCP_1995,0,69,1087,1538,1749,2669,4385,258,437,29,33,40,45,68,118,164,133,261,454,11,21,27,1,2,3,4,6,8,False,False
1995,3242943,HCP_1996,0,88,794,1244,1475,2485,3188,130,132,44,80,134,209,38,101,124,67,74,141,13,22,36,2,4,6,4,6,7,False,True
1996,4853953,HCP_1997,0,44,850,1163,2291,2999,4516,119,225,69,128,185,369,44,225,304,88,124,215,19,35,55,1,2,3,4,6,12,False,True
1997,8015753,HCP_1998,0,35,193,270,476,815,1191,16,28,30,37,74,142,46,122,141,94,149,166,13,24,27,1,2,3,4,5,10,False,False
1998,4022445,HCP_1999,1,71,820,1556,2905,4351,4516,255,353,32,56,90,169,54,196,249,76,134,261,18,36,45,2,3,6,4,7,11,False,True
1999,8190085,HCP_2000,0,46,461,826,1631,2223,3091,223,321,67,108,114,206,51,191,236,39,66,100,9,11,22,2,3,4,5,7,14,False,False
2000,7590373,HCP_2001,1,66,780,946,1056,1469,2896,304,449,42,63,93,172,53,181,275,95,157,192,18,19,26,1,2,3,4,5,6,True,False
2001,5722206,HCP_2002,0,53,536,743,1013,1337,1753,259,506,25,43,81,139,54,141,253,97,127,172,11,12,13,1,2,3,3,5,6,False,True
2002,5917297,HCP_2003,0,92,908,1019,1483,1805,2373,125,207,57,72,110,220,74,99,125,63,84,143,8,16,20,1,2,3,6,12,15,True,False
2003,9663508,HCP_2004,0,71,334,625,887,1478,1806,78,107,71,131,200,278,64,75,83,115,117,177,10,11,13,2,3,4,6,9,14,False,True
2004,9886977,HCP_2005,0,76,1100,1838,2958,5107,8592,296,392,54,81,154,288,49,175,292,103,138,176,8,14,18,2,4,8,6,8,11,False,False
2005,3305394,HCP_2006,0,89,247,293,467,557,806,199,219,48,53,63,112,66,105,187,119,225,358,10,14,25,2,4,7,3,4,6,False,False
2006,7479529,HCP_2007,0,39,822,931,1316,1453,2368,49,95,27,28,41,69,45,98,108,88,96,137,10,13,24,1,2,4,3,5,6,False,True
2007,7982683,HCP_2008,0,34,499,750,1483,2010,3322,296,591,33,42,48,94,64,107,171,67,125,134,9,14,26,2,4,6,3,5,9,False,True
2008,6362447,HCP_2009,0,50,957,980,1107,1304,2515,312,516,58,93,150,177,35,128,253,77,119,135,12,15,29,1,2,3,4,7,14,False,True
2009,6185777,HCP_2010,1,32,475,479,821,1619,2697,99,107,50,83,112,134,53,96,177,96,126,194,12,15,21,1,2,3,5,9,17,True,False
2010,8560278,HCP_2011,0,51,322,565,981,1275,1485,345,555,48,52,65,130,37,169,221,64,73,115,10,11,22,2,3,4,3,5,8,True,False
2011,2381572,HCP_2012,0,30,600,1185,1513,2182,4253,181,284,59,104,173,288,57,267,348,61,75,120,19,32,40,2,3,4,7,13,16,False,False
2012,3543046,HCP_2013,0,73,826,868,1281,2473,3638,102,176,34,55,103,152,55,181,356,67,70,129,16,30,38,2,3,5,3,4,6,False,False
2013,8599726,HCP_2014,0,89,100,110,204,211,223,174,295,46,63,97,99,46,142,195,132,180,279,11,14,17,1,2,3,5,9,15,False,False
2014,5431748,HCP_2015,0,75,100,117,226,278,326,264,277,24,29,39,55,63,50,91,76,114,204,19,23,32,2,3,4,3,6,10,False,False
2015,2613637,HCP_2016,1,45,732,1433,1579,2956,3397,252,291,59,114,152,289,40,139,278,130,157,180,15,27,39,2,4,5,7,14,17,True,False
2016,1003562,HCP_2017,0,51,1100,1428,2300,3584,5433,347,550,43,73,128,215,44,94,173,59,94,163,11,17,31,2,4,7,7,11,18,False,False
2017,8624699,HCP_2018,0,43,760,968,1555,2867,4932,64,66,67,80,153,178,46,102,153,58,90,92,12,14,15,1,2,4,8,11,17,False,True
2018,5231561,HCP_2019,0,55,1100,1492,2311,3509,6258,299,381,63,94,171,251,79,242,267,63,112,207,9,18,31,2,3,6,3,4,5,False,True
2019,9061312,HCP_2020,0,50,357,508,562,670,1244,63,110,39,77,94,178,66,190,228,104,175,184,14,15,19,2,4,6,5,6,11,False,False
2020,5637672,HCP_2021,1,65,585,954,975,1742,2117,127,152,37,68,105,112,37,87,136,94,183,256,7,8,16,2,4,6,3,6,9,True,False
2021,3295058,HCP_2022,0,62,1100,1823,2557,3699,4265,35,60,57,102,166,322,81,145,219,60,107,117,15,25,41,2,4,5,4,5,10,False,False
2022,4727382,HCP_2023,0,52,1100,1559,2090,4061,7103,291,353,56,102,115,151,78,168,194,104,111,133,12,22,29,2,3,4,5,7,11,True,False
2023,8701135,HCP_2024,0,30,1088,1578,1708,2304,2765,308,327,52,71,114,119,43,216,293,42,75,105,19,33,48,2,4,8,3,6,10,False,False
2024,6545047,HCP_2025,1,61,1100,1827,2470,4161,7354,197,250,59,113,156,208,49,143,242,72,106,125,19,24,45,1,2,3,8,14,22,False,False
2025,2345877,HCP_2026,0,75,1073,1346,2608,4756,5150,94,107,51,97,193,359,60,107,179,64,72,132,13,21,41,1,2,4,6,9,13,False,False
2026,9131945,HCP_2027,0,32,1100,2141,4225,6670,7166,41,67,65,106,125,146,52,61,114,76,115,222,9,13,25,2,4,5,3,6,8,False,True
2027,1335968,HCP_2028,0,76,627,910,973,1829,2696,254,316,67,123,193,250,80,64,77,65,120,202,10,13,23,1,2,3,6,8,13,True,False
2028,2788943,HCP_2029,1,80,1100,1714,1870,2935,3215,32,48,47,53,74,83,47,139,199,114,162,301,9,15,20,2,3,5,5,10,20,False,False
2029,4710222,HCP_2030,0,70,398,702,731,1099,1255,199,383,63,88,159,276,61,132,211,87,114,204,6,11,17,1,2,3,6,10,20,False,True
2030,3836054,HCP_2031,0,30,808,1082,2053,3385,4157,73,128,67,87,94,147,58,162,247,143,186,233,16,17,23,2,3,5,4,7,11,False,True
2031,3043405,HCP_2032,0,65,1100,1532,2512,3833,7102,14,26,75,122,151,286,58,164,238,69,122,166,17,23,35,2,4,7,3,5,8,False,False
2032,6946035,HCP_2033,1,28,982,1929,2020,2245,3396,263,383,74,95,189,292,54,96,108,93,154,259,11,13,18,1,2,4,4,7,11,True,False
2033,3186277,HCP_2034,0,71,1038,1307,2017,3361,3621,335,615,62,94,148,165,71,180,342,62,94,121,12,19,37,2,4,8,3,5,7,False,False
2034,1279542,HCP_2035,1,92,795,1419,2179,4134,4624,243,436,33,44,47,72,52,64,106,74,78,103,15,23,32,2,4,8,4,8,14,False,True
2035,6836360,HCP_2036,0,86,977,1243,1481,2096,3733,153,174,54,56,102,130,71,216,250,119,219,336,12,14,28,2,4,7,3,4,7,False,False
2036,1496832,HCP_2037,0,82,469,548,773,1078,1753,254,452,47,61,67,129,72,133,193,69,104,144,7,8,14,2,3,6,4,5,10,False,False
2037,6402450,HCP_2038,0,79,455,870,1132,1159,1922,311,370,53,79,145,255,80,88,104,156,223,340,10,20,30,1,2,4,6,11,21,True,False
2038,3803658,HCP_2039,0,75,1100,1222,1810,3332,4598,183,283,61,95,165,170,50,135,169,60,96,183,11,14,18,1,2,4,3,5,6,False,False
2039,3730772,HCP_2040,0,87,1100,1178,1577,1707,2474,38,64,60,65,130,251,72,80,108,55,61,64,6,11,21,2,4,6,4,6,11,False,True
2040,1877189,HCP_2041,0,33,1022,1910,3559,4528,6684,303,558,40,52,81,102,36,68,125,120,193,380,7,12,15,1,2,3,4,7,8,True,False
2041,3145971,HCP_2042,0,82,777,1498,2227,2617,3639,181,352,30,43,49,82,62,104,113,63,96,104,13,21,32,2,4,5,6,10,17,True,False
2042,9961834,HCP_2043,0,48,1068,2015,3449,5509,5762,82,104,40,78,145,166,68,261,457,74,143,281,14,21,38,2,3,4,8,13,18,True,False
2043,9924446,HCP_2044,1,45,1100,1378,2078,4089,7022,313,470,26,38,51,70,69,216,368,54,105,153,11,19,20,2,3,4,5,7,9,True,False
2044,8778992,HCP_2045,0,58,1100,1881,2096,2569,3197,319,527,64,82,93,154,64,123,225,129,143,261,9,14,15,2,4,5,5,6,9,True,False
2045,6324451,HCP_2046,0,91,385,707,1201,2061,2882,48,70,64,81,109,205,41,232,272,44,76,95,11,12,22,1,2,4,6,10,14,False,False
2046,9418419,HCP_2047,0,90,1086,1458,2114,3256,3618,245,299,52,96,173,283,67,165,226,115,209,278,16,29,31,2,3,6,8,16,23,True,False
2047,7301528,HCP_2048,0,75,870,1404,1947,3601,4779,197,355,75,138,269,274,35,194,231,138,153,216,18,24,48,1,2,3,4,5,7,False,False
2048,1043177,HCP_2049,1,38,353,633,1080,1923,3496,168,211,30,49,69,100,62,107,122,58,78,80,6,10,11,2,4,5,8,14,21,True,False
2049,2286269,HCP_2050,0,53,790,910,1535,2821,4356,275,419,30,60,84,108,72,124,194,80,128,150,11,12,23,2,3,5,3,4,8,False,False
2050,7871355,HCP_2051,0,78,480,510,566,655,925,17,33,46,83,162,184,77,87,149,147,191,350,9,16,29,1,2,3,4,7,11,False,True
2051,5239305,HCP_2052,0,70,521,756,1500,1686,2618,87,129,39,46,68,88,72,129,167,58,79,119,18,19,27,2,4,8,4,7,13,False,False
2052,2186655,HCP_2053,0,59,1100,2110,3887,5217,9569,325,552,31,53,75,105,68,110,172,40,55,99,8,10,16,1,2,3,4,6,12,True,False
2053,5967380,HCP_2054,0,34,1098,1512,2208,2776,5032,281,532,43,77,134,180,34,97,146,79,102,171,12,21,29,2,4,8,4,6,9,False,True
2054,8654383,HCP_2055,0,62,916,1594,2888,5628,6664,229,271,37,50,81,138,55,102,173,157,178,323,7,10,17,2,4,8,3,5,8,True,False
2055,6784270,HCP_2056,0,89,1100,1135,1318,1325,2360,268,417,48,51,65,101,79,161,181,81,118,185,15,26,38,1,2,3,5,8,12,False,False
2056,9019375,HCP_2057,0,58,387,441,771,1370,1641,96,97,49,68,85,113,79,186,197,66,96,140,10,13,16,2,4,6,4,8,12,True,False
2057,4389835,HCP_2058,1,54,1100,1824,1970,3436,5320,227,359,48,91,109,139,37,69,98,90,167,177,14,22,39,1,2,3,4,6,8,False,True
2058,1444762,HCP_2059,0,34,511,560,581,1076,1523,210,336,32,48,89,130,63,110,203,117,186,252,10,13,20,2,3,5,5,7,11,True,False
2059,5222214,HCP_2060,0,88,1100,1582,1741,1826,2500,60,91,53,61,87,153,59,117,208,125,217,305,12,19,22,2,4,5,4,6,10,False,True
2060,8187547,HCP_2061,0,91,1100,1909,2496,2650,5088,206,396,53,59,83,139,75,75,77,117,134,156,12,18,27,2,4,5,7,13,20,False,False
2061,9059438,HCP_2062,0,46,1100,1657,2624,3263,5480,245,289,26,39,66,70,71,94,130,128,247,261,11,22,41,1,2,3,5,10,20,True,False
2062,9844909,HCP_2063,0,42,597,929,1507,2811,4542,53,67,59,108,193,297,45,129,162,71,93,171,14,26,33,1,2,3,4,8,14,True,False
2063,1024937,HCP_2064,0,88,802,1475,2423,4510,7166,114,169,68,71,122,214,58,148,263,61,120,156,12,19,35,1,2,3,5,10,18,False,True
2064,4118671,HCP_2065,0,78,100,174,217,359,588,47,84,64,84,155,241,62,149,288,55,58,88,13,22,24,1,2,4,4,7,12,False,False
2065,1486379,HCP_2066,0,36,865,1109,1236,1930,2725,149,229,56,95,138,203,38,124,132,47,61,83,13,25,40,1,2,3,5,9,10,True,False
2066,1087767,HCP_2067,0,68,718,870,1037,1601,2128,136,253,68,82,85,154,45,145,146,73,121,162,13,14,21,2,4,7,4,6,7,True,False
2067,1442509,HCP_2068,1,80,750,1114,1740,3163,4034,12,19,25,26,29,48,53,124,131,122,214,293,14,21,33,2,3,4,3,6,8,False,False
2068,5777415,HCP_2069,0,77,941,1126,1517,1623,2138,308,384,27,41,72,100,69,72,82,60,99,167,9,11,13,2,3,5,5,6,7,False,True
2069,6294442,HCP_2070,1,39,793,884,1567,2926,4542,17,25,50,55,102,193,51,139,158,91,130,235,9,18,24,1,2,4,4,5,7,False,True
2070,2618588,HCP_2071,1,80,676,1101,1333,2144,2811,173,247,62,98,123,160,42,67,73,76,114,192,11,16,26,1,2,3,4,7,10,False,False
2071,9700832,HCP_2072,0,59,1100,2194,4244,7252,12495,200,337,54,73,138,220,47,75,109,85,140,252,14,17,19,1,2,3,4,5,10,False,False
2072,5036979,HCP_2073,0,38,123,130,169,323,362,8,13,46,82,149,183,47,98,183,80,85,147,14,25,45,2,4,6,3,6,10,False,False
2073,7602733,HCP_2074,0,53,1100,1436,2233,3331,5211,22,29,64,98,176,224,37,115,201,83,108,130,10,18,33,2,3,4,5,6,9,False,False
2074,4302440,HCP_2075,0,44,1100,1586,1936,2343,2786,49,76,75,136,219,312,53,142,227,89,145,271,6,9,11,2,4,5,3,6,10,True,False
2075,1893802,HCP_2076,1,42,1100,1531,2260,3039,5150,303,534,63,81,148,181,45,133,256,66,99,141,13,23,41,1,2,3,4,6,7,False,False
2076,6582071,HCP_2077,1,53,1100,1366,1904,2151,2271,132,249,60,84,166,308,59,58,67,127,235,295,7,8,16,2,4,6,6,8,16,False,True
2077,5983494,HCP_2078,0,62,1100,1505,2109,2443,4178,193,333,71,118,131,241,61,144,208,64,104,183,12,17,28,2,4,5,5,6,10,False,True
2078,8248583,HCP_2079,0,84,1051,1487,2365,3079,4262,31,41,70,131,225,369,67,131,190,121,144,162,8,10,12,1,2,3,5,8,13,False,False
2079,9918598,HCP_2080,1,44,225,383,428,555,667,203,393,60,94,163,258,80,82,109,118,152,158,10,16,30,1,2,4,6,10,19,False,False
2080,1435871,HCP_2081,1,49,1100,2062,2553,3361,6016,326,417,74,122,213,292,79,114,225,87,142,237,6,12,14,2,4,6,4,6,7,False,False
2081,7841632,HCP_2082,0,62,530,532,730,878,1740,204,286,61,99,166,258,81,177,278,94,115,126,14,19,31,1,2,4,6,11,17,False,False
2082,8824627,HCP_2083,0,40,704,1048,1586,1696,2313,316,458,35,59,112,174,41,153,173,102,162,267,11,18,31,1,2,4,4,8,14,False,False
2083,5344035,HCP_2084,0,42,353,422,720,1272,1295,174,307,26,46,73,121,51,108,134,127,151,294,14,23,25,1,2,4,5,8,16,False,False
2084,3629636,HCP_2085,1,60,1100,1386,2192,4160,7164,200,206,75,124,245,383,78,91,93,73,86,153,9,11,22,2,3,6,3,4,5,False,False
2085,8511593,HCP_2086,0,90,1100,2100,3922,7832,9247,259,343,27,41,58,80,63,69,101,82,150,220,16,30,31,2,3,4,5,10,16,False,True
2086,5227022,HCP_2087,0,30,157,188,213,244,460,257,511,34,39,64,102,72,106,168,84,117,154,12,19,21,2,4,7,4,8,13,False,True
2087,8898133,HCP_2088,0,81,922,1615,1890,3223,4205,204,293,23,27,30,35,68,97,148,80,118,155,14,23,38,1,2,3,4,7,14,False,False
2088,6767942,HCP_2089,0,85,100,164,224,355,515,114,222,39,57,83,91,62,198,209,46,89,150,12,23,33,2,3,6,4,6,9,False,False
2089,4003441,HCP_2090,0,50,975,1225,2450,3096,4688,12,21,60,87,107,139,66,154,205,92,184,226,14,16,20,2,4,6,5,10,12,False,True
2090,9047726,HCP_2091,0,31,1100,1348,1859,3030,5363,166,312,65,130,176,343,71,83,89,53,76,147,14,23,44,2,3,6,6,8,13,True,False
2091,4263934,HCP_2092,0,48,1100,1248,1446,2272,3793,142,144,23,43,79,121,70,190,358,54,73,111,10,20,30,2,4,6,4,5,8,False,True
2092,7740805,HCP_2093,0,53,944,1625,2664,5213,5570,72,121,46,53,69,118,40,200,338,94,110,213,11,15,19,1,2,3,3,4,8,True,False
2093,4059224,HCP_2094,0,75,1100,1321,1448,2423,3605,286,432,59,87,90,120,77,109,160,106,201,380,9,14,22,2,3,6,4,8,15,False,True
2094,6406986,HCP_2095,0,88,1002,1820,1906,3275,4244,266,460,59,114,188,342,70,179,305,63,97,105,12,19,26,2,4,8,3,4,6,False,False
2095,1680094,HCP_2096,0,46,385,710,911,1710,2928,126,156,27,51,82,149,52,132,218,75,149,193,10,15,20,1,2,4,6,12,24,False,False
2096,1949341,HCP_2097,1,28,1100,1223,1765,3050,4021,92,170,47,83,112,178,68,94,169,62,90,119,6,8,11,2,4,6,3,5,9,False,False
2097,6548695,HCP_2098,1,30,1100,2168,3987,6092,11987,230,370,25,39,67,116,72,99,151,117,181,307,11,13,23,2,3,6,3,5,8,True,False
2098,6812949,HCP_2099,1,67,612,797,974,1450,2155,133,180,54,90,159,250,39,151,281,40,69,110,9,10,11,1,2,3,4,7,14,False,False
2099,2521072,HCP_2100,0,36,782,1137,1693,3368,6302,242,433,66,67,95,170,64,233,457,71,102,115,7,8,9,1,2,4,5,7,11,False,False
2100,8019531,HCP_2101,1,86,667,979,1247,1429,1845,239,352,42,58,115,203,51,91,120,68,101,137,17,32,50,2,3,6,4,8,15,False,True
2101,7912810,HCP_2102,0,58,1093,1727,1947,3383,4977,272,294,42,73,118,159,73,143,194,57,67,81,9,11,22,1,2,4,6,8,9,True,False
2102,7588754,HCP_2103,1,88,1100,1432,1764,3367,3829,180,294,37,46,87,156,53,126,205,76,109,128,18,34,46,1,2,4,3,6,10,False,True
2103,3359176,HCP_2104,1,30,1100,1614,2265,3796,5361,148,159,45,80,84,109,53,98,125,68,98,177,14,17,28,2,4,6,8,12,21,True,False
2104,3971999,HCP_2105,0,73,833,1222,1629,1867,2359,124,207,41,67,90,94,34,190,373,48,52,77,7,13,16,2,4,6,3,4,8,False,False
2105,9495722,HCP_2106,0,67,729,1189,1791,2495,3157,63,99,55,60,65,127,79,182,255,84,157,245,6,8,16,1,2,4,4,6,9,True,False
2106,1998298,HCP_2107,0,41,1100,1369,2028,2566,3982,160,288,64,95,157,240,55,151,208,62,79,137,8,16,25,2,4,7,3,5,9,False,False
2107,4787798,HCP_2108,0,44,154,236,393,548,997,209,242,65,109,129,152,63,72,107,42,79,110,9,12,13,2,3,5,5,8,9,False,True
2108,5862415,HCP_2109,0,34,1100,1487,1956,3657,3949,79,102,34,55,72,132,72,97,154,73,113,198,18,29,48,1,2,3,5,6,7,False,False
2109,5451368,HCP_2110,0,83,674,1075,1717,2789,4832,175,272,52,89,141,193,53,76,113,120,221,240,7,13,25,2,4,5,3,4,6,False,True
2110,3471576,HCP_2111,0,92,509,650,839,1065,1591,30,43,59,84,147,223,39,74,77,65,101,130,11,14,17,1,2,4,6,7,10,False,False
2111,9019572,HCP_2112,0,83,495,691,1277,1649,1764,255,260,66,72,119,219,35,116,155,118,181,345,9,16,24,1,2,3,8,16,18,False,True
2112,8520276,HCP_2113,0,42,1100,1228,1735,3380,6239,327,625,74,114,181,345,40,133,190,89,123,240,9,10,11,2,4,7,8,13,16,False,True
2113,9405917,HCP_2114,0,75,1058,1309,2109,2443,4686,103,205,25,37,52,88,54,97,182,102,169,185,12,15,21,1,2,4,3,5,9,False,False
2114,5204968,HCP_2115,1,68,917,1190,1367,1568,2656,296,310,24,40,49,55,68,135,156,74,105,137,10,20,29,2,4,5,3,5,8,True,False
2115,3678354,HCP_2116,1,58,510,790,1143,2182,3464,33,36,59,117,138,274,47,121,159,81,158,174,18,21,38,2,4,6,7,11,17,False,False
2116,9519831,HCP_2117,0,30,1100,1166,1728,2375,4412,168,323,36,72,81,122,61,186,306,59,87,129,8,9,15,1,2,4,4,8,16,True,False
2117,1832331,HCP_2118,0,55,568,615,949,1025,1702,166,316,65,70,113,167,48,210,308,92,152,291,12,23,36,1,2,3,4,6,7,False,True
2118,4182562,HCP_2119,1,48,911,1045,1692,2226,4353,233,321,57,68,94,96,80,209,347,85,102,147,20,24,45,2,4,8,4,7,11,True,False
2119,5189772,HCP_2120,0,75,893,1436,1928,2641,3277,84,153,36,52,73,105,42,77,134,111,198,260,11,13,17,1,2,4,3,6,9,True,False
2120,4882914,HCP_2121,1,88,1100,1859,2684,2846,3814,153,204,64,89,136,208,61,71,104,130,231,382,16,24,43,2,4,5,5,6,10,True,False
2121,7501714,HCP_2122,1,41,990,1768,2662,3038,5253,284,543,25,30,48,49,80,55,102,37,72,129,9,11,21,2,3,5,4,7,8,False,False
2122,4481589,HCP_2123,0,29,1100,2106,4116,7754,9286,241,250,58,90,123,240,51,166,186,139,161,268,14,22,31,1,2,4,4,8,13,True,False
2123,6637251,HCP_2124,1,54,100,196,332,645,697,152,201,72,76,91,160,55,102,132,45,64,109,12,24,33,1,2,3,4,5,10,True,False
2124,5657631,HCP_2125,0,75,1100,2001,3517,5450,8785,113,198,67,77,125,129,78,140,191,71,116,211,14,27,54,1,2,4,4,7,12,False,False
2125,9107364,HCP_2126,0,80,1100,1333,1561,2958,5648,314,570,69,97,142,281,44,67,129,109,133,229,6,7,11,1,2,4,4,5,7,False,False
2126,9799825,HCP_2127,0,81,525,1022,1972,2267,4213,215,238,74,100,162,183,35,165,280,94,108,136,15,24,36,2,3,5,4,8,10,False,False
2127,6963208,HCP_2128,1,46,199,213,410,503,856,259,308,56,64,107,164,57,150,168,144,176,219,13,24,31,1,2,3,6,11,21,True,False
2128,5878173,HCP_2129,0,82,756,1220,1982,2715,2824,81,122,73,104,200,232,36,127,159,67,70,108,10,20,36,1,2,4,3,4,6,True,False
2129,1017357,HCP_2130,0,62,962,1652,2867,4404,6802,334,365,67,118,153,286,74,141,202,73,99,118,10,15,30,2,3,4,5,10,12,False,False
2130,5435917,HCP_2131,0,85,447,528,617,698,923,17,26,26,41,44,78,39,56,67,136,142,209,13,21,35,1,2,3,5,8,15,True,False
2131,5309909,HCP_2132,0,72,1100,1407,2716,3592,5607,31,53,43,84,167,303,65,108,167,133,150,203,13,26,49,2,4,7,4,8,11,False,False
2132,7424770,HCP_2133,0,79,480,551,1044,1483,1682,11,20,75,106,197,239,46,89,93,65,85,97,12,15,25,1,2,3,4,7,8,False,False
2133,3859019,HCP_2134,0,60,271,537,960,1907,2062,198,223,27,45,62,93,78,100,130,106,171,283,14,18,26,2,3,5,4,6,10,False,True
2134,3555723,HCP_2135,0,66,1100,1670,2017,3246,4674,264,386,37,59,109,186,49,116,211,62,121,128,16,31,47,2,4,8,8,16,18,False,True
2135,5105983,HCP_2136,1,75,568,619,636,1117,1989,62,103,42,68,124,197,42,83,111,113,194,291,7,14,22,2,4,7,6,10,13,False,True
2136,2768804,HCP_2137,0,55,1063,1329,2257,2589,4405,191,295,49,94,95,166,42,172,273,77,125,243,7,13,24,2,3,5,8,15,28,True,False
2137,4015062,HCP_2138,0,34,1100,1978,2627,4405,4681,239,433,46,66,105,169,50,115,148,72,115,150,16,30,37,2,4,7,4,5,7,False,True
2138,3244502,HCP_2139,0,66,1100,1723,3332,3950,7650,78,86,32,42,65,68,51,209,264,109,216,413,12,20,21,2,3,4,8,10,17,False,False
2139,3773128,HCP_2140,0,84,761,1437,2673,2768,4817,347,588,38,51,75,104,42,113,204,114,188,189,12,16,24,2,4,7,3,6,11,False,False
2140,1235681,HCP_2141,0,30,555,1083,1942,2733,4963,238,359,51,65,106,168,62,130,192,116,119,144,11,17,23,2,3,6,6,11,18,True,False
2141,7038000,HCP_2142,0,29,1100,1292,1973,3209,6224,317,627,36,61,75,101,81,261,466,44,53,70,18,23,40,1,2,4,5,6,8,False,False
2142,3981175,HCP_2143,0,75,1100,1385,1519,1711,2862,249,413,62,103,197,364,60,107,135,74,108,182,18,35,45,1,2,3,4,8,10,True,False
2143,6473052,HCP_2144,0,82,210,227,245,449,834,269,312,72,91,142,203,70,91,152,77,150,269,11,22,32,2,4,7,8,9,10,True,False
2144,4131714,HCP_2145,1,32,1100,1728,3196,5441,8264,260,452,66,78,91,145,40,106,199,118,223,408,12,21,36,2,3,5,8,10,19,True,False
2145,5251963,HCP_2146,0,65,930,1620,3130,5604,10197,149,286,41,54,96,107,62,113,187,135,202,381,11,20,25,2,4,7,6,12,13,False,True
2146,2208336,HCP_2147,0,40,674,785,1479,1672,2743,140,230,36,43,75,102,68,147,260,81,113,191,14,15,23,2,3,6,4,7,11,True,False
2147,3037847,HCP_2148,0,82,1100,2084,3282,5257,8091,323,499,65,94,168,198,79,138,271,58,84,122,10,16,27,1,2,3,3,4,6,False,False
2148,6197286,HCP_2149,0,46,100,133,166,222,400,272,478,48,89,100,133,48,65,112,85,99,159,9,11,22,1,2,3,8,14,15,False,False
2149,2202911,HCP_2150,1,65,1100,2064,3017,3420,6182,70,117,23,44,60,112,68,209,404,86,118,147,11,18,25,2,4,8,4,7,12,False,False
2150,4563323,HCP_2151,0,44,154,301,492,813,1437,236,440,23,29,55,105,58,176,192,72,112,113,19,20,32,2,4,5,4,8,16,False,False
2151,6558202,HCP_2152,0,91,1100,2039,3949,7753,10228,220,344,66,126,249,426,55,98,173,58,102,185,9,11,19,2,3,5,4,8,11,False,False
2152,2996559,HCP_2153,1,67,855,1659,1865,3684,4552,94,99,25,47,82,85,65,124,241,57,93,131,12,22,34,1,2,3,5,7,12,False,True
2153,4401541,HCP_2154,1,30,784,1301,2266,4095,6887,327,526,74,75,149,297,79,83,147,90,140,247,10,18,22,2,3,5,6,12,14,False,False
